user_id,age,gender,region,signup_at,acquisition_channel,membership_tier,primary_device
USR-000122,39,male,INCHEON,2025-05-31T19:11:00+09:00,paid_search,vip,mobile
USR-000123,72,male,GYEONGGI,2025-01-28T21:55:00+09:00,referral,vip,desktop
USR-000124,21,female,BUSAN,2025-09-03T04:42:00+09:00,referral,basic,tablet
USR-000125,36,male,GYEONGGI,2026-06-24T01:33:00+09:00,social,basic,mobile
USR-000126,37,female,GYEONGGI,2024-12-04T08:19:00+09:00,organic,basic,mobile
USR-000127,40,female,DAEGU,2025-07-26T02:55:00+09:00,referral,basic,mobile
USR-000128,45,female,INCHEON,2024-10-25T04:20:00+09:00,paid_search,plus,mobile
USR-000129,33,female,BUSAN,2025-10-28T14:12:00+09:00,paid_search,basic,mobile
USR-000130,32,male,GYEONGGI,2024-11-27T15:26:00+09:00,referral,basic,mobile
USR-000131,40,male,GYEONGGI,2026-04-15T07:27:00+09:00,organic,basic,mobile
USR-000132,48,female,SEOUL,2025-08-24T00:56:00+09:00,paid_search,basic,mobile
USR-000133,36,male,GYEONGGI,2026-03-23T15:38:00+09:00,affiliate,basic,mobile
USR-000134,25,male,BUSAN,2025-11-02T20:34:00+09:00,social,plus,desktop
USR-000135,42,female,BUSAN,2025-01-20T11:05:00+09:00,organic,plus,mobile
USR-000136,18,male,BUSAN,2025-01-25T07:59:00+09:00,paid_search,premium,desktop
USR-000137,36,unknown,DAEJEON,2026-03-08T23:57:00+09:00,social,basic,desktop
USR-000138,18,male,DAEGU,2025-01-15T23:15:00+09:00,paid_search,basic,mobile
USR-000139,27,female,INCHEON,2025-03-20T08:56:00+09:00,organic,basic,mobile
USR-000140,48,male,DAEJEON,2024-10-16T19:47:00+09:00,referral,plus,mobile
USR-000141,21,male,GYEONGGI,2025-04-13T07:23:00+09:00,organic,plus,mobile
USR-000142,42,male,GWANGJU,2024-11-08T21:09:00+09:00,organic,basic,mobile
USR-000143,23,male,GYEONGGI,2026-03-06T00:45:00+09:00,direct,basic,mobile
USR-000144,56,female,SEOUL,2026-03-12T22:28:00+09:00,organic,basic,desktop
USR-000145,27,female,GYEONGGI,2025-01-03T02:38:00+09:00,referral,plus,mobile
USR-000146,39,female,INCHEON,2025-10-13T06:58:00+09:00,organic,basic,desktop
USR-000147,29,female,INCHEON,2025-04-16T00:04:00+09:00,paid_search,plus,mobile
USR-000148,22,female,SEOUL,2025-11-09T22:10:00+09:00,social,basic,mobile
USR-000149,48,male,DAEJEON,2025-07-15T00:05:00+09:00,social,basic,tablet
USR-000150,57,female,BUSAN,2024-10-28T19:49:00+09:00,paid_search,plus,desktop
USR-000151,32,male,GYEONGGI,2025-03-11T23:31:00+09:00,organic,basic,desktop
USR-000152,44,female,INCHEON,2024-10-02T21:20:00+09:00,social,basic,mobile
USR-000153,41,female,GWANGJU,2025-11-28T02:07:00+09:00,referral,basic,tablet
USR-000154,21,male,INCHEON,2026-04-22T12:36:00+09:00,organic,plus,mobile
USR-000155,20,female,INCHEON,2025-07-20T06:54:00+09:00,direct,basic,mobile
USR-000156,31,female,SEOUL,2024-12-02T03:09:00+09:00,organic,basic,desktop
USR-000157,25,female,SEOUL,2025-06-03T10:27:00+09:00,social,vip,mobile
USR-000158,45,female,GYEONGGI,2024-12-07T17:22:00+09:00,paid_search,basic,mobile
USR-000159,62,female,DAEJEON,2026-03-05T01:23:00+09:00,paid_search,basic,mobile
USR-000160,54,female,SEOUL,2026-04-22T18:50:00+09:00,paid_search,plus,mobile
USR-000161,35,female,DAEJEON,2025-08-28T06:34:00+09:00,paid_search,basic,mobile
USR-000162,27,male,DAEGU,2025-07-14T22:06:00+09:00,paid_search,plus,mobile
USR-000163,30,female,GYEONGGI,2025-03-13T09:07:00+09:00,direct,basic,mobile
USR-000164,26,female,DAEGU,2024-07-12T23:48:00+09:00,social,basic,mobile
USR-000165,28,female,DAEGU,2025-03-11T06:11:00+09:00,paid_search,plus,mobile
USR-000166,62,female,DAEGU,2024-11-10T09:39:00+09:00,email,basic,mobile
USR-000167,51,female,SEOUL,2025-06-11T17:59:00+09:00,affiliate,premium,mobile
USR-000168,35,male,GYEONGGI,2024-09-09T00:00:00+09:00,paid_search,basic,mobile
USR-000169,38,male,BUSAN,2026-03-27T15:49:00+09:00,email,basic,mobile
USR-000170,55,male,INCHEON,2025-10-16T03:27:00+09:00,referral,basic,mobile
USR-000171,63,male,SEOUL,2026-06-22T11:30:00+09:00,referral,basic,desktop
USR-000172,40,female,GYEONGGI,2026-05-06T06:33:00+09:00,paid_search,plus,mobile
USR-000173,34,female,GYEONGGI,2024-11-30T06:51:00+09:00,direct,basic,mobile
USR-000174,24,male,OTHER,2024-07-28T23:25:00+09:00,paid_search,basic,mobile
USR-000175,30,male,GYEONGGI,2024-07-11T03:42:00+09:00,direct,premium,mobile
USR-000176,59,female,DAEJEON,2024-07-13T08:24:00+09:00,referral,plus,tablet
USR-000177,45,male,SEOUL,2026-05-17T21:33:00+09:00,social,plus,tablet
USR-000178,72,male,INCHEON,2025-06-04T23:49:00+09:00,organic,basic,mobile
USR-000179,31,male,DAEJEON,2025-07-21T03:24:00+09:00,affiliate,basic,mobile
USR-000180,26,female,GYEONGGI,2025-05-05T12:11:00+09:00,paid_search,premium,mobile
USR-000181,35,female,GWANGJU,2026-03-28T07:00:00+09:00,social,basic,mobile
USR-000182,46,female,SEOUL,2026-03-02T07:01:00+09:00,organic,basic,desktop
USR-000183,20,male,DAEJEON,2025-10-22T17:28:00+09:00,referral,premium,mobile
USR-000184,23,female,GYEONGGI,2025-08-28T21:50:00+09:00,organic,plus,mobile
USR-000185,54,male,SEOUL,2025-10-30T17:57:00+09:00,social,plus,mobile
USR-000186,34,male,GWANGJU,2025-04-17T23:05:00+09:00,organic,vip,mobile
USR-000187,25,female,GWANGJU,2025-02-14T01:16:00+09:00,organic,plus,mobile
USR-000188,18,male,SEOUL,2025-10-17T03:23:00+09:00,direct,plus,mobile
USR-000189,30,female,SEOUL,2025-07-31T19:54:00+09:00,paid_search,basic,mobile
USR-000190,41,male,GYEONGGI,2026-05-19T10:11:00+09:00,organic,plus,desktop
USR-000191,24,female,OTHER,2025-04-20T07:53:00+09:00,email,basic,tablet
USR-000192,25,male,DAEJEON,2026-04-02T18:29:00+09:00,social,plus,tablet
USR-000193,31,male,GYEONGGI,2024-07-16T20:42:00+09:00,referral,premium,desktop
USR-000194,29,female,SEOUL,2025-02-17T04:09:00+09:00,paid_search,plus,desktop
USR-000195,18,female,BUSAN,2026-02-03T20:42:00+09:00,referral,basic,mobile
USR-000196,38,female,SEOUL,2025-05-13T21:53:00+09:00,affiliate,basic,desktop
USR-000197,30,female,SEOUL,2026-05-13T19:05:00+09:00,paid_search,basic,mobile
USR-000198,30,male,SEOUL,2025-09-25T04:38:00+09:00,affiliate,vip,mobile
USR-000199,29,male,SEOUL,2026-03-02T04:50:00+09:00,social,basic,mobile
USR-000200,64,male,INCHEON,2024-12-04T11:46:00+09:00,social,plus,desktop
USR-000201,36,female,GYEONGGI,2025-10-22T23:50:00+09:00,social,plus,desktop
USR-000202,62,female,GYEONGGI,2024-09-15T09:53:00+09:00,organic,basic,mobile
USR-000203,70,female,INCHEON,2025-03-02T20:10:00+09:00,organic,basic,desktop
USR-000204,45,female,BUSAN,2025-03-09T18:04:00+09:00,direct,premium,mobile
USR-000205,25,female,SEOUL,2024-09-23T21:20:00+09:00,social,basic,mobile
USR-000206,39,female,SEOUL,2025-03-11T05:31:00+09:00,paid_search,basic,mobile
USR-000207,22,male,BUSAN,2026-02-12T18:49:00+09:00,organic,plus,mobile
USR-000208,35,male,GYEONGGI,2024-11-11T19:49:00+09:00,social,basic,tablet
USR-000209,33,male,DAEJEON,2025-01-13T15:42:00+09:00,direct,basic,mobile
USR-000210,27,female,SEOUL,2024-07-04T09:09:00+09:00,direct,basic,mobile
USR-000211,50,female,SEOUL,2025-10-26T01:43:00+09:00,paid_search,plus,desktop
USR-000212,54,female,GYEONGGI,2025-03-22T16:39:00+09:00,paid_search,basic,mobile
USR-000213,54,male,SEOUL,2026-02-25T05:08:00+09:00,social,premium,mobile
USR-000214,61,male,GYEONGGI,2024-07-01T15:37:00+09:00,organic,vip,desktop
USR-000215,52,female,INCHEON,2026-04-09T01:10:00+09:00,paid_search,plus,desktop
USR-000216,29,male,OTHER,2025-06-02T03:12:00+09:00,organic,basic,mobile
USR-000217,38,male,GWANGJU,2024-10-30T01:47:00+09:00,organic,basic,tablet
USR-000218,23,male,GYEONGGI,2025-03-03T03:42:00+09:00,referral,premium,mobile
USR-000219,21,male,GYEONGGI,2024-11-05T09:45:00+09:00,affiliate,basic,desktop
USR-000220,25,male,GYEONGGI,2024-10-10T22:18:00+09:00,referral,basic,mobile
USR-000221,29,male,SEOUL,2026-02-19T13:54:00+09:00,direct,basic,mobile
USR-000222,23,male,GYEONGGI,2024-12-13T16:24:00+09:00,social,basic,mobile
USR-000223,36,female,SEOUL,2025-11-25T05:04:00+09:00,paid_search,premium,mobile
USR-000224,56,female,GYEONGGI,2025-06-28T07:55:00+09:00,organic,basic,mobile
USR-000225,45,male,GYEONGGI,2024-12-20T23:58:00+09:00,social,basic,mobile
USR-000226,43,male,SEOUL,2024-08-23T07:47:00+09:00,paid_search,basic,mobile
USR-000227,69,male,GYEONGGI,2025-04-30T14:21:00+09:00,organic,basic,mobile
USR-000228,49,male,GYEONGGI,2025-04-20T15:15:00+09:00,paid_search,plus,mobile
USR-000229,26,male,BUSAN,2024-09-06T11:15:00+09:00,affiliate,basic,mobile
USR-000230,42,female,GYEONGGI,2024-11-06T12:41:00+09:00,affiliate,basic,mobile
USR-000231,40,female,SEOUL,2026-01-12T01:59:00+09:00,referral,basic,mobile
USR-000232,24,male,GYEONGGI,2024-07-03T09:22:00+09:00,paid_search,plus,mobile
USR-000233,53,male,GYEONGGI,2026-03-19T16:37:00+09:00,organic,basic,mobile
USR-000234,52,male,GYEONGGI,2024-09-29T16:38:00+09:00,direct,basic,mobile
USR-000235,30,female,SEOUL,2025-02-14T15:44:00+09:00,social,basic,mobile
USR-000236,24,female,GYEONGGI,2026-05-30T04:46:00+09:00,organic,basic,mobile
USR-000237,69,male,SEOUL,2025-10-04T02:07:00+09:00,paid_search,basic,desktop
USR-000238,39,male,BUSAN,2024-10-04T09:46:00+09:00,organic,basic,desktop
USR-000239,32,male,SEOUL,2025-04-25T11:25:00+09:00,organic,premium,mobile
USR-000240,24,female,GYEONGGI,2024-12-22T09:00:00+09:00,affiliate,basic,mobile
USR-000241,21,female,SEOUL,2025-02-27T02:44:00+09:00,direct,basic,mobile
USR-000242,20,unknown,GYEONGGI,2026-01-23T18:16:00+09:00,direct,basic,mobile
USR-000243,64,male,DAEJEON,2025-06-23T06:48:00+09:00,organic,basic,tablet
USR-000244,27,male,SEOUL,2026-03-18T03:33:00+09:00,affiliate,basic,mobile
USR-000245,24,female,GYEONGGI,2025-07-16T22:29:00+09:00,email,basic,mobile
USR-000246,44,female,SEOUL,2026-02-27T19:40:00+09:00,affiliate,basic,desktop
USR-000247,39,female,GYEONGGI,2025-11-06T19:38:00+09:00,paid_search,plus,mobile
USR-000248,19,male,SEOUL,2025-01-26T17:44:00+09:00,social,basic,mobile
USR-000249,52,female,DAEGU,2026-01-30T09:34:00+09:00,direct,plus,mobile
USR-000250,19,female,DAEJEON,2025-06-05T04:52:00+09:00,organic,basic,desktop
USR-000251,56,male,DAEGU,2024-12-04T09:00:00+09:00,paid_search,plus,mobile
USR-000252,20,female,GYEONGGI,2024-09-07T22:35:00+09:00,paid_search,premium,desktop
USR-000253,21,male,DAEGU,2026-04-27T11:53:00+09:00,organic,basic,mobile
USR-000254,21,male,INCHEON,2025-07-01T23:09:00+09:00,affiliate,plus,tablet
USR-000255,32,female,GYEONGGI,2024-08-02T01:15:00+09:00,paid_search,basic,desktop
USR-000256,54,male,INCHEON,2024-10-15T20:36:00+09:00,organic,plus,mobile
USR-000257,74,male,SEOUL,2025-03-22T19:45:00+09:00,organic,plus,desktop
USR-000258,51,male,SEOUL,2024-10-17T03:46:00+09:00,paid_search,basic,mobile
USR-000259,26,female,GWANGJU,2026-04-15T21:31:00+09:00,direct,basic,mobile
USR-000260,32,female,BUSAN,2025-11-19T12:20:00+09:00,paid_search,plus,mobile
USR-000261,27,female,GYEONGGI,2024-11-26T03:25:00+09:00,paid_search,basic,mobile
USR-000262,20,male,DAEJEON,2025-10-24T01:02:00+09:00,direct,plus,mobile
USR-000263,29,female,SEOUL,2025-12-14T11:53:00+09:00,social,basic,desktop
USR-000264,38,female,INCHEON,2024-09-27T08:42:00+09:00,social,premium,mobile
USR-000265,25,male,INCHEON,2026-02-13T09:25:00+09:00,organic,basic,mobile
USR-000266,33,female,SEOUL,2025-05-18T00:32:00+09:00,direct,plus,desktop
USR-000267,45,female,GYEONGGI,2024-11-30T01:02:00+09:00,direct,plus,mobile
USR-000268,19,female,GYEONGGI,2025-11-18T14:27:00+09:00,direct,plus,mobile
USR-000269,29,female,GYEONGGI,2026-04-22T09:52:00+09:00,direct,basic,mobile
USR-000270,47,female,GYEONGGI,2026-04-04T07:34:00+09:00,referral,basic,mobile
USR-000271,47,female,SEOUL,2025-09-26T08:58:00+09:00,social,basic,desktop
USR-000272,26,female,BUSAN,2025-01-08T22:30:00+09:00,affiliate,plus,mobile
USR-000273,69,unknown,DAEJEON,2025-08-24T13:29:00+09:00,social,vip,desktop
USR-000274,63,male,SEOUL,2025-03-23T20:02:00+09:00,referral,basic,mobile
USR-000275,41,female,SEOUL,2026-02-05T16:44:00+09:00,paid_search,premium,mobile
USR-000276,27,female,SEOUL,2024-09-23T04:56:00+09:00,affiliate,basic,mobile
USR-000277,34,female,GYEONGGI,2026-02-15T13:56:00+09:00,organic,basic,desktop
USR-000278,21,female,GYEONGGI,2026-04-13T10:28:00+09:00,organic,basic,mobile
USR-000279,34,male,SEOUL,2024-11-12T06:20:00+09:00,organic,basic,desktop
USR-000280,28,male,SEOUL,2026-01-11T23:03:00+09:00,paid_search,basic,mobile
USR-000281,57,male,SEOUL,2025-10-10T21:25:00+09:00,paid_search,plus,mobile
USR-000282,26,male,DAEJEON,2024-11-17T07:38:00+09:00,paid_search,premium,desktop
USR-000283,44,male,GWANGJU,2025-06-21T20:52:00+09:00,affiliate,basic,mobile
USR-000284,39,male,GYEONGGI,2026-04-26T03:25:00+09:00,organic,basic,mobile
USR-000285,26,female,SEOUL,2024-11-19T05:51:00+09:00,organic,basic,mobile
USR-000286,46,female,SEOUL,2024-12-15T18:52:00+09:00,social,basic,mobile
USR-000287,27,female,SEOUL,2026-04-04T07:27:00+09:00,social,basic,mobile
USR-000288,45,female,GYEONGGI,2024-10-10T07:26:00+09:00,organic,plus,desktop
USR-000289,28,female,BUSAN,2026-04-27T23:54:00+09:00,social,basic,mobile
USR-000290,66,female,GYEONGGI,2025-01-03T08:52:00+09:00,referral,basic,desktop
USR-000291,19,female,DAEGU,2025-04-01T02:09:00+09:00,direct,premium,mobile
USR-000292,33,male,BUSAN,2024-09-11T11:50:00+09:00,affiliate,plus,mobile
USR-000293,27,male,DAEGU,2025-01-18T08:08:00+09:00,affiliate,plus,mobile
USR-000294,41,male,SEOUL,2024-10-25T14:01:00+09:00,social,basic,mobile
USR-000295,33,female,INCHEON,2025-05-21T11:23:00+09:00,paid_search,basic,desktop
USR-000296,56,female,GYEONGGI,2026-01-28T00:33:00+09:00,email,basic,tablet
USR-000297,60,female,SEOUL,2025-03-04T19:33:00+09:00,direct,basic,mobile
USR-000298,35,male,GYEONGGI,2024-11-03T18:19:00+09:00,email,vip,mobile
USR-000299,68,male,GYEONGGI,2025-07-27T19:47:00+09:00,affiliate,plus,desktop
USR-000300,31,male,SEOUL,2025-09-22T15:49:00+09:00,affiliate,basic,mobile
USR-000301,28,male,SEOUL,2025-11-24T06:28:00+09:00,organic,basic,mobile
USR-000302,64,male,SEOUL,2024-07-15T21:27:00+09:00,organic,basic,mobile
USR-000303,30,female,INCHEON,2025-09-08T16:04:00+09:00,affiliate,basic,tablet
USR-000304,33,female,SEOUL,2025-05-06T18:50:00+09:00,affiliate,basic,tablet
USR-000305,37,male,OTHER,2025-04-08T18:39:00+09:00,affiliate,basic,mobile
USR-000306,30,male,SEOUL,2025-07-29T09:39:00+09:00,paid_search,premium,mobile
USR-000307,24,male,SEOUL,2026-01-20T14:11:00+09:00,email,basic,mobile
USR-000308,57,male,SEOUL,2025-02-14T11:44:00+09:00,referral,basic,tablet
USR-000309,61,male,BUSAN,2024-07-08T21:58:00+09:00,direct,basic,mobile
USR-000310,55,male,DAEJEON,2025-12-27T06:31:00+09:00,social,vip,desktop
USR-000311,31,male,BUSAN,2025-10-28T10:10:00+09:00,email,basic,mobile
USR-000312,26,male,GYEONGGI,2025-08-16T13:35:00+09:00,email,plus,mobile
USR-000313,57,male,SEOUL,2026-01-06T13:23:00+09:00,referral,basic,desktop
USR-000314,36,female,SEOUL,2024-08-03T00:15:00+09:00,referral,premium,tablet
USR-000315,36,female,BUSAN,2025-08-06T08:39:00+09:00,organic,basic,mobile
